no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_list_url,source_page,verification_date,family_office_classification,telemarketing_priority,calling_status,contact_result,follow_up_date,assigned_to,notes
961,EVEREST REINSURANCE COMPANY,Insurance,Reinsurer (General),+65 6535 1121,30 RAFFLES PLACE #10-01 048622,,https://eservices.mas.gov.sg/fid/institution/detail/3312-EVEREST-REINSURANCE-COMPANY,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
962,EVERPEACE MONEY CHANGER PTE LTD,Payments,Major Payment Institution,65 64402565,87 MARINE PARADE CENTRAL #01-503E MARINE PARADE PROMENADE 440087,,https://eservices.mas.gov.sg/fid/institution/detail/1068-EVERPEACE-MONEY-CHANGER-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
963,EVERSTONE CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65116888,"163 PENANG ROAD, WINSLAND HOUSE II #08-01 238463",http://www.everstonecapital.com,https://eservices.mas.gov.sg/fid/institution/detail/2023-EVERSTONE-CAPITAL-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
964,EVIA CAPITAL PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65383345,229 MOUNBATTEN ROAD #01-05 MOUNTBATTEN SQUARE 398007,,https://eservices.mas.gov.sg/fid/institution/detail/1329-EVIA-CAPITAL-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
965,EVOLUTIONARY CAPITAL (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96854149,380 JALAN BESAR #07-07 209000,,https://eservices.mas.gov.sg/fid/institution/detail/427359-EVOLUTIONARY-CAPITAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
966,EVOLVE CAPITAL ADVISORY PRIVATE LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 96423119,160 ROBINSON ROAD 20-01/02 SBF CENTER 068914,http://www.evolvecapitalasia.com,https://eservices.mas.gov.sg/fid/institution/detail/218747-EVOLVE-CAPITAL-ADVISORY-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
967,EVOLVE CAPITAL MANAGEMENT PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 69520688,160 ROBINSON ROAD 20-01/02 SBF BUILDING 068914,,https://eservices.mas.gov.sg/fid/institution/detail/231388-EVOLVE-CAPITAL-MANAGEMENT-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
968,EVONET GLOBAL PTE. LTD.,Payments,Major Payment Institution,,"13 STAMFORD ROAD, #02-11 CAPITOL PIAZZA 178905",,https://eservices.mas.gov.sg/fid/institution/detail/414117-EVONET-GLOBAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
969,EW HARBOUR FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68095222,12 MARINA BOULEVARD #17-01 MARINA BAY FINANCIAL CENTRE TOWER 3 018982,,https://eservices.mas.gov.sg/fid/institution/detail/426328-EW-HARBOUR-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
970,EXCELSIOR CAPITAL ASIA MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64071021,8 MARINA VIEW ASIA SQUARE TOWER 1 LEVEL 42-01 018960,http://www.excelsiorcapitalasia.com/,https://eservices.mas.gov.sg/fid/institution/detail/428683-EXCELSIOR-CAPITAL-ASIA-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
971,EXCHANGE INTERNATIONAL PTE LTD,Payments,Money-changing Licensee,65 63246395,11 COLLYER QUAY #05-02 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/685-EXCHANGE-INTERNATIONAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
972,EXEO INNOVATION FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69571111,8 ALJUNIED AVENUE 3 THE PULSE 389933,,https://eservices.mas.gov.sg/fid/institution/detail/411488-EXEO-INNOVATION-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
973,"EXODUSPOINT CAPITAL MANAGEMENT SINGAPORE, PTE. LTD.",Capital Markets,Capital Markets Services Licensee,+65 65766110,OCEAN FINANCIAL CENTRE 10 COLLYER QUAY #19-06/08 049315,http://www.exoduspoint.com,https://eservices.mas.gov.sg/fid/institution/detail/221826-EXODUSPOINT-CAPITAL-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
974,EXPARA VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63233084,BLOCK 71 AYER RAJAH CRESCENT #02-10/11 MEDIAPOLIS PHASE 0 139951,http://www.expara.com,https://eservices.mas.gov.sg/fid/institution/detail/200381-EXPARA-VENTURES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
975,EXPEDITION INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60220776,8 MARINA VIEW #11-04 ASIA SQUARE TOWER 1 018960,https://expeditioninvestment.com,https://eservices.mas.gov.sg/fid/institution/detail/417557-EXPEDITION-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
976,EXPORT-IMPORT BANK OF INDIA,Banking,Representative Office (Banking),+65 65326464,"20 COLLYER QUAY, #10-02 049319",,https://eservices.mas.gov.sg/fid/institution/detail/218079-EXPORT-IMPORT-BANK-OF-INDIA,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
977,EXPRESS MONEY EXCHANGE,Payments,Money-changing Licensee,65 67533786,1 NORTHPOINT DRIVE #B2-150 NORTHPOINT CITY 768019,,https://eservices.mas.gov.sg/fid/institution/detail/218459-EXPRESS-MONEY-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
978,EXS CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,,71 ROBINSON ROAD #15-153 068895,,https://eservices.mas.gov.sg/fid/institution/detail/231968-EXS-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
979,EZA HILL PROPERTY MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 81832520,12 MARINA VIEW #11-01 ASIA SQUARE TOWER 2 018961,http://N.A.,https://eservices.mas.gov.sg/fid/institution/detail/414819-EZA-HILL-PROPERTY-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
980,FACTORY MUTUAL INSURANCE COMPANY (SINGAPORE BRANCH),Insurance,Direct Insurer (General),+65 6216 0066,"288, PASIR PANJANG ROAD #03-01 FM CENTRE 117369",,https://eservices.mas.gov.sg/fid/institution/detail/3540-FACTORY-MUTUAL-INSURANCE-COMPANY-SINGAPORE-BRANCH,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
981,FAIR TRADERS EXCHANGE,Payments,Money-changing Licensee,,"11, COLLYER QUAY #02-31 THE ARCADE 049317",,https://eservices.mas.gov.sg/fid/institution/detail/229276-FAIR-TRADERS-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
982,FAIRFIELD EXCHANGE,Payments,Money-changing Licensee,65 97589727,1 KIM SENG PROMENADE #03-124 GREAT WORLD CITY 237994,,https://eservices.mas.gov.sg/fid/institution/detail/228442-FAIRFIELD-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
983,FAIRSHORE ASSET MANAGEMENT COMPANY PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 66532350,"1 KIM SENG PROMENADE #13-07 GREAT WORLD CITY WEST, SINGAPORE 237994",,https://eservices.mas.gov.sg/fid/institution/detail/4497-FAIRSHORE-ASSET-MANAGEMENT-COMPANY-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
984,FAIZAM FOREX PTE. LTD.,Payments,Money-changing Licensee,65 84515553,"11 COLLYER QUAY, #02-13A THE ARCADE 049317",,https://eservices.mas.gov.sg/fid/institution/detail/218960-FAIZAM-FOREX-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
985,FAIZURA TRADING,Payments,Money-changing Licensee,+65 66595182,"441A CLEMENTI AVENUE 3, #01-04 CLEMENTI TOWERS 121441",,https://eservices.mas.gov.sg/fid/institution/detail/2795-FAIZURA-TRADING,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
986,FAJAR STORE,Payments,Money-changing Licensee,65 62350989,304 ORCHARD ROAD #01-81 LUCKY PLAZA 238863,,https://eservices.mas.gov.sg/fid/institution/detail/2779-FAJAR-STORE,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
987,FALCON HOUSE CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67350135,541 ORCHARD ROAD #18-01 LIAT TOWERS 238881,,https://eservices.mas.gov.sg/fid/institution/detail/2456-FALCON-HOUSE-CAPITAL-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
988,FALCON INVESTMENT ADVISORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 67217028,RAFFLES PLACE #02-01 ONE RAFFLES PLACE 048616,,https://eservices.mas.gov.sg/fid/institution/detail/2468-FALCON-INVESTMENT-ADVISORS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
989,FAO PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 89078536,138 MARKET STREET #05-01 CAPITAGREEN 048946,http://www.faopartners.com,https://eservices.mas.gov.sg/fid/institution/detail/421404-FAO-PARTNERS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
990,FAR EAST EXCHANGE,Payments,Money-changing Licensee,65 66887174,10 BAYFRONT AVENUE #B1-03 MARINA BAY SANDS 018956,,https://eservices.mas.gov.sg/fid/institution/detail/2819-FAR-EAST-EXCHANGE,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
991,FAR EAST FLAVOURS & FRAGRANCES PTE. LTD.,Payments,Major Payment Institution,65 62919419,728 NORTH BRIDGE ROAD 198696,,https://eservices.mas.gov.sg/fid/institution/detail/1632-FAR-EAST-FLAVOURS-FRAGRANCES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
992,FAR EASTERN INTERNATIONAL BANK,Banking,Representative Office (Banking),+65 62233036,2 SHENTON WAY #17-04 SGX CENTRE 1 068804,,https://eservices.mas.gov.sg/fid/institution/detail/246332-FAR-EASTERN-INTERNATIONAL-BANK,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
993,FARALLON CAPITAL ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63382132,250 NORTH BRIDGE ROAD NO. 24-01/04 RAFFLES CITY TOWER 179101,http://www.faralloncapital.com,https://eservices.mas.gov.sg/fid/institution/detail/1214-FARALLON-CAPITAL-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
994,FARGO WEALTH MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65090110,10 MARINA BOULEVARD #16-05 MARINA BAY FINANCIAL CENTRE 018983,,https://eservices.mas.gov.sg/fid/institution/detail/236026-FARGO-WEALTH-MANAGEMENT-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
995,FAROSSON CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 69295399,7 STRAITS VIEW #05-01 MARINA ONE EAST TOWER 018936,http://www.farosson.com,https://eservices.mas.gov.sg/fid/institution/detail/413300-FAROSSON-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
996,FARQUHAR VC PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 98521981,31 HARRISON ROAD #04-03 369649,https://fvc.sg/,https://eservices.mas.gov.sg/fid/institution/detail/232640-FARQUHAR-VC-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
997,FARRINGDON ASSET MANAGEMENT PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65316180,"10 COLLYER QUAY OCEAN FINANCIAL CENTRE, #03-06 049315",http://WWW.FARRINGDON.COM.SG,https://eservices.mas.gov.sg/fid/institution/detail/200647-FARRINGDON-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
998,FARRO CAPITAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65399975,3 PHILIP STREET #08-01 ROYAL GROUP BUILDING 048693,,https://eservices.mas.gov.sg/fid/institution/detail/240745-FARRO-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
999,FAST AND SAFE REMITTANCE PTE. LTD.,Payments,Major Payment Institution,65 62220629,"200 HOLLAND AVENUE, #B1-05 278995",,https://eservices.mas.gov.sg/fid/institution/detail/219818-FAST-AND-SAFE-REMITTANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1000,FAUZY GIFTS,Payments,Money-changing Licensee,,"304 ORCHARD ROAD #B1-86, LUCKY PLAZA 238863",,https://eservices.mas.gov.sg/fid/institution/detail/2705-FAUZY-GIFTS,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1001,FCAP INVESTORS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 60195908,20 COLLYER QUAY #17-03 049319,https://www.fcap-invest.com/,https://eservices.mas.gov.sg/fid/institution/detail/409362-FCAP-INVESTORS-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1002,FEBE VENTURES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 90504951,3 PICKERING STREET #02-05 NANKIN ROW 048660,,https://eservices.mas.gov.sg/fid/institution/detail/228674-FEBE-VENTURES-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1003,FEEDBACK VENTURES PRIVATE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63250970,"10 ANSON ROAD, LEVEL 5 INTERNATIONAL PLAZA 079903",,https://eservices.mas.gov.sg/fid/institution/detail/246835-FEEDBACK-VENTURES-PRIVATE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1004,FELICITY GLOBAL CAPITAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 68900730,6 TEMASEK BOULEVARD #29-04 SUNTEC TOWER FOUR 038986,,https://eservices.mas.gov.sg/fid/institution/detail/2105-FELICITY-GLOBAL-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1005,FENGHE FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62218805,SIX BATTERY ROAD #32-01 049909,http://WWW.FNH.COM.SG,https://eservices.mas.gov.sg/fid/institution/detail/2186-FENGHE-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1006,FENIX FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68134800,2 CENTRAL BOULEVARD IOI WEST TOWER #16-04 018916,,https://eservices.mas.gov.sg/fid/institution/detail/238762-FENIX-FUND-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1007,FEO HOSPITALITY ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68336688,1 TANGLIN ROAD #05-01 ORCHARD RENDEZVOUS HOTEL 247905,,https://eservices.mas.gov.sg/fid/institution/detail/2420-FEO-HOSPITALITY-ASSET-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1008,FERRYMAN CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 85711816,9 TEMASEK BOULEVARD #07-01 SUNTEC TOWER TWO 038989,,https://eservices.mas.gov.sg/fid/institution/detail/246617-FERRYMAN-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1009,FEYAZI MONEY CHANGER,Payments,Money-changing Licensee,65 62353758,545 ORCHARD ROAD #01-12 FAR EAST SHOPPING CENTRE 238882,,https://eservices.mas.gov.sg/fid/institution/detail/2766-FEYAZI-MONEY-CHANGER,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1010,FIAT TRADING,Payments,Money-changing Licensee,65 62240901,11 COLLYER QUAY #02-37 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/218379-FIAT-TRADING,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1011,FIBONACCI ASSET MANAGEMENT GLOBAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 94667249,10 COLLYER QUAY #22-07 OCEAN FINANCIAL CENTRE 049315,http://www.fbncasset.com,https://eservices.mas.gov.sg/fid/institution/detail/413342-FIBONACCI-ASSET-MANAGEMENT-GLOBAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1012,FIDENTEM SINGAPORE PTE. LTD.,Capital Markets,Licensed Trust Company,+65 65332611,61 ROBINSON ROAD #19-02 ROBINSON CENTRE 068893,https://www.fidentem.com,https://eservices.mas.gov.sg/fid/institution/detail/1578-FIDENTEM-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1013,FIDES INVESTMENT MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 63994870,600 NORTH BRIDGE ROAD #09-09 PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/430448-FIDES-INVESTMENT-MANAGEMENT-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1014,FIERA CAPITAL (ASIA) SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68279250,6 TEMASEK BOULEVARD #38-03 SUNTEC TOWER FOUR 038986,https://hk.fieracapital.com/,https://eservices.mas.gov.sg/fid/institution/detail/1192-FIERA-CAPITAL-ASIA-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1015,FIFE CAPITAL SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65136989,89 CLUB STREET 069457,http://www.fifecapital.sg,https://eservices.mas.gov.sg/fid/institution/detail/251846-FIFE-CAPITAL-SINGAPORE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1016,FIGURATI CAPITAL PTE. LTD.,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 98306488,600 NORTH BRIDGE ROAD #10-01 (PO#10-10) PARKVIEW SQUARE 188778,,https://eservices.mas.gov.sg/fid/institution/detail/428094-FIGURATI-CAPITAL-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1017,FIL INVESTMENT MANAGEMENT (SINGAPORE) LIMITED,Capital Markets; Financial Advisory,Capital Markets Services Licensee; Exempt Financial Adviser,+65 65112200,8 MARINA VIEW #27-01 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/676-FIL-INVESTMENT-MANAGEMENT-SINGAPORE-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1018,FILHET-ALLARD MARITIME SGP PTE. LTD.,Insurance,Registered Insurance Broker,93018509,"137 TELOK AYER STREET, #06-04 068602",https://www.fa-maritime.com,https://eservices.mas.gov.sg/fid/institution/detail/200788-FILHET-ALLARD-MARITIME-SGP-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1019,FINALTO ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,,16 COLLYER QUAY #07-02 049318,,https://eservices.mas.gov.sg/fid/institution/detail/230914-FINALTO-ASIA-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1020,FINANCIAL & RISK TRANSACTION SERVICES IRELAND LIMITED,Capital Markets,Recognised Market Operator,,,http://www.refinitiv.com,https://eservices.mas.gov.sg/fid/institution/detail/227028-FINANCIAL-RISK-TRANSACTION-SERVICES-IRELAND-LIMITED,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
1021,FINANCIAL ALLIANCE PTE LTD,Capital Markets; Insurance; Financial Advisory,Capital Markets Services Licensee; Exempt Insurance Broker; Licensed Financial Adviser,+65 62221889,150 BEACH ROAD #12-01/08 GATEWAY WEST 189720,http://WWW.FA.COM.SG,https://eservices.mas.gov.sg/fid/institution/detail/766-FINANCIAL-ALLIANCE-PTE-LTD,https://eservices.mas.gov.sg/fid/institution?page=9&count=100,9,2026-07-11,,,Not Called,,,,
