licence_record_no,institution_no,institution_name,sector,licence_type_status,office_number,address,website,mas_profile_url,source_page,verification_date
747,569,CHECKOUT APAC PTE. LTD.,Payments,Major Payment Institution,,60 ANSON RD LEVEL 19-03/04 MAPLETREE ANSON 079914,,https://eservices.mas.gov.sg/fid/institution/detail/229653-CHECKOUT-APAC-PTE-LTD,6,2026-07-11
748,570,CHENS INSURANCE BROKER PTE. LTD.,Insurance,Registered Insurance Broker,+65 90696487,3 PHILIP STREET #17-01 ROYAL GROUP BUILDING 048693,,https://eservices.mas.gov.sg/fid/institution/detail/426918-CHENS-INSURANCE-BROKER-PTE-LTD,6,2026-07-11
749,570,CHENS INSURANCE BROKER PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 90696487,3 PHILIP STREET #17-01 ROYAL GROUP BUILDING 048693,,https://eservices.mas.gov.sg/fid/institution/detail/426918-CHENS-INSURANCE-BROKER-PTE-LTD,6,2026-07-11
750,571,CHICAGO GLOBAL CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 97726073,"30 CECIL STREET, #16-08 PRUDENTIAL TOWER 049712",https://chicago.global,https://eservices.mas.gov.sg/fid/institution/detail/222693-CHICAGO-GLOBAL-CAPITAL-PTE-LTD,6,2026-07-11
751,571,CHICAGO GLOBAL CAPITAL PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 97726073,"30 CECIL STREET, #16-08 PRUDENTIAL TOWER 049712",https://chicago.global,https://eservices.mas.gov.sg/fid/institution/detail/222693-CHICAGO-GLOBAL-CAPITAL-PTE-LTD,6,2026-07-11
752,572,CHICAGO MERCANTILE EXCHANGE INC.,Capital Markets,Recognised Market Operator,+1 3129301000,"20 SOUTH WACKER DRIVE, CHICAGO, ILLINOIS 60606, USA 0",http://www.cmegroup.com,https://eservices.mas.gov.sg/fid/institution/detail/201266-CHICAGO-MERCANTILE-EXCHANGE-INC,6,2026-07-11
753,572,CHICAGO MERCANTILE EXCHANGE INC.,Capital Markets,Recognised Clearing House,+1 3129301000,"20 SOUTH WACKER DRIVE, CHICAGO, ILLINOIS 60606, USA 0",http://www.cmegroup.com,https://eservices.mas.gov.sg/fid/institution/detail/201266-CHICAGO-MERCANTILE-EXCHANGE-INC,6,2026-07-11
754,573,CHILIOGON ASIA PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62216572,39 KRETA AYER ROAD #02-01 089002,,https://eservices.mas.gov.sg/fid/institution/detail/2212-CHILIOGON-ASIA-PTE-LTD,6,2026-07-11
755,574,CHIMAERA CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 31381230,8 MARINA VIEW #43-01 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/2170-CHIMAERA-CAPITAL-MANAGEMENT-PTE-LTD,6,2026-07-11
756,575,CHINA ALPHA FUND MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68591215,PRUDENTIAL TOWER #28-04 30 CECIL STREET 049712,,https://eservices.mas.gov.sg/fid/institution/detail/409234-CHINA-ALPHA-FUND-MANAGEMENT-PTE-LTD,6,2026-07-11
757,576,CHINA CITIC BANK INTERNATIONAL LIMITED,Banking,Wholesale Bank,+65 66711166,8 MARINA VIEW #28-02 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/3518-CHINA-CITIC-BANK-INTERNATIONAL-LIMITED,6,2026-07-11
758,576,CHINA CITIC BANK INTERNATIONAL LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 66711166,8 MARINA VIEW #28-02 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/3518-CHINA-CITIC-BANK-INTERNATIONAL-LIMITED,6,2026-07-11
759,576,CHINA CITIC BANK INTERNATIONAL LIMITED,Financial Advisory,Exempt Financial Adviser,+65 66711166,8 MARINA VIEW #28-02 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/3518-CHINA-CITIC-BANK-INTERNATIONAL-LIMITED,6,2026-07-11
760,577,CHINA CONSTRUCTION BANK CORPORATION,Banking,Qualifying Full Bank,+65 65358133,"9, RAFFLES PLACE #39-01 REPUBLIC PLAZA 048619",,https://eservices.mas.gov.sg/fid/institution/detail/3428-CHINA-CONSTRUCTION-BANK-CORPORATION,6,2026-07-11
761,577,CHINA CONSTRUCTION BANK CORPORATION,Capital Markets,Exempt Capital Markets Services Entity,+65 65358133,"9, RAFFLES PLACE #39-01 REPUBLIC PLAZA 048619",,https://eservices.mas.gov.sg/fid/institution/detail/3428-CHINA-CONSTRUCTION-BANK-CORPORATION,6,2026-07-11
762,577,CHINA CONSTRUCTION BANK CORPORATION,Financial Advisory,Exempt Financial Adviser,+65 65358133,"9, RAFFLES PLACE #39-01 REPUBLIC PLAZA 048619",,https://eservices.mas.gov.sg/fid/institution/detail/3428-CHINA-CONSTRUCTION-BANK-CORPORATION,6,2026-07-11
763,578,CHINA INTERNATIONAL CAPITAL CORPORATION (SINGAPORE) PTE LIMITED,Capital Markets,Capital Markets Services Licensee,+65 65721999,6 BATTERY ROAD #33-01 049909,http://www.cicc.com/index_en.xhtml,https://eservices.mas.gov.sg/fid/institution/detail/2068-CHINA-INTERNATIONAL-CAPITAL-CORPORATION-SINGAPORE-PTE-LIMITED,6,2026-07-11
764,578,CHINA INTERNATIONAL CAPITAL CORPORATION (SINGAPORE) PTE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 65721999,6 BATTERY ROAD #33-01 049909,http://www.cicc.com/index_en.xhtml,https://eservices.mas.gov.sg/fid/institution/detail/2068-CHINA-INTERNATIONAL-CAPITAL-CORPORATION-SINGAPORE-PTE-LIMITED,6,2026-07-11
765,579,CHINA LIFE INSURANCE (SINGAPORE) PTE. LTD.,Insurance,Direct Insurer (Life),+65 6727 4820,"1, RAFFLES PLACE #46-00 ONE RAFFLES PLACE 048616",,https://eservices.mas.gov.sg/fid/institution/detail/200477-CHINA-LIFE-INSURANCE-SINGAPORE-PTE-LTD,6,2026-07-11
766,579,CHINA LIFE INSURANCE (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 6727 4820,"1, RAFFLES PLACE #46-00 ONE RAFFLES PLACE 048616",,https://eservices.mas.gov.sg/fid/institution/detail/200477-CHINA-LIFE-INSURANCE-SINGAPORE-PTE-LTD,6,2026-07-11
767,580,"CHINA MERCHANTS BANK CO., LTD",Banking,Wholesale Bank,+65 67867888,1 RAFFLES PLACE #32-61 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/3544-CHINA-MERCHANTS-BANK-CO-LTD,6,2026-07-11
768,580,"CHINA MERCHANTS BANK CO., LTD",Capital Markets,Exempt Capital Markets Services Entity,+65 67867888,1 RAFFLES PLACE #32-61 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/3544-CHINA-MERCHANTS-BANK-CO-LTD,6,2026-07-11
769,580,"CHINA MERCHANTS BANK CO., LTD",Financial Advisory,Exempt Financial Adviser,+65 67867888,1 RAFFLES PLACE #32-61 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/3544-CHINA-MERCHANTS-BANK-CO-LTD,6,2026-07-11
770,580,"CHINA MERCHANTS BANK CO., LTD",Capital Markets,Exempt Trust Company,+65 67867888,1 RAFFLES PLACE #32-61 ONE RAFFLES PLACE TOWER 2 048616,,https://eservices.mas.gov.sg/fid/institution/detail/3544-CHINA-MERCHANTS-BANK-CO-LTD,6,2026-07-11
771,581,CHINA MONEY EXCHANGE,Payments,Money-changing Licensee,65 62941033,277 ORCHARD ROAD #B1-K1 ORCHARD GATEWAY 238858,,https://eservices.mas.gov.sg/fid/institution/detail/2869-CHINA-MONEY-EXCHANGE,6,2026-07-11
772,582,CHINA REINSURANCE (GROUP) CORPORATION SINGAPORE BRANCH,Insurance,Reinsurer (Composite),+65 6202 1200,"138, MARKET STREET #33-04 CAPITAGREEN 048946",,https://eservices.mas.gov.sg/fid/institution/detail/200782-CHINA-REINSURANCE-GROUP-CORPORATION-SINGAPORE-BRANCH,6,2026-07-11
773,583,CHINA RENAISSANCE (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 96867350,12 MARINA VIEW #11-01 ASIA SQUARE TOWER 2 018961,http://www.chinarenaissance.com,https://eservices.mas.gov.sg/fid/institution/detail/246869-CHINA-RENAISSANCE-SINGAPORE-PTE-LTD,6,2026-07-11
774,583,CHINA RENAISSANCE (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 96867350,12 MARINA VIEW #11-01 ASIA SQUARE TOWER 2 018961,http://www.chinarenaissance.com,https://eservices.mas.gov.sg/fid/institution/detail/246869-CHINA-RENAISSANCE-SINGAPORE-PTE-LTD,6,2026-07-11
775,584,CHINA SCIENCE & MERCHANTS ASSET MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 68085668,ONE RAFFLES PLACE TOWER 2 #20-61 048616,,https://eservices.mas.gov.sg/fid/institution/detail/218581-CHINA-SCIENCE-MERCHANTS-ASSET-MANAGEMENT-PTE-LTD,6,2026-07-11
776,585,CHINA TAIPING INSURANCE (SINGAPORE) PTE. LTD.,Insurance,Direct Insurer (Composite),+65 6389 6111,"3, ANSON ROAD #16-00 SPRINGLEAF TOWER 079909",http://www.sg.cntaiping.com,https://eservices.mas.gov.sg/fid/institution/detail/1226-CHINA-TAIPING-INSURANCE-SINGAPORE-PTE-LTD,6,2026-07-11
777,585,CHINA TAIPING INSURANCE (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 6389 6111,"3, ANSON ROAD #16-00 SPRINGLEAF TOWER 079909",http://www.sg.cntaiping.com,https://eservices.mas.gov.sg/fid/institution/detail/1226-CHINA-TAIPING-INSURANCE-SINGAPORE-PTE-LTD,6,2026-07-11
778,586,CHINA UNIVERSAL ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65135988,8 MARINA VIEW #11-12 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/421454-CHINA-UNIVERSAL-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,6,2026-07-11
779,586,CHINA UNIVERSAL ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65135988,8 MARINA VIEW #11-12 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/421454-CHINA-UNIVERSAL-ASSET-MANAGEMENT-SINGAPORE-PTE-LTD,6,2026-07-11
780,587,CHINTAI NETWORK SERVICES PTE LTD,Capital Markets,Capital Markets Services Licensee,+1 2398884546,5 SHENTON WAY UIC BUILDING #10-01 068808,https://chintai.io,https://eservices.mas.gov.sg/fid/institution/detail/247818-CHINTAI-NETWORK-SERVICES-PTE-LTD,6,2026-07-11
781,587,CHINTAI NETWORK SERVICES PTE LTD,Capital Markets,Recognised Market Operator,+1 2398884546,5 SHENTON WAY UIC BUILDING #10-01 068808,https://chintai.io,https://eservices.mas.gov.sg/fid/institution/detail/247818-CHINTAI-NETWORK-SERVICES-PTE-LTD,6,2026-07-11
782,588,CHOCFIN PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 94797979,1 GEORGE STREET #10-01 ONE GEORGE STREET 049145,https://www.chocolatefinance.com,https://eservices.mas.gov.sg/fid/institution/detail/421453-CHOCFIN-PTE-LTD,6,2026-07-11
783,588,CHOCFIN PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 94797979,1 GEORGE STREET #10-01 ONE GEORGE STREET 049145,https://www.chocolatefinance.com,https://eservices.mas.gov.sg/fid/institution/detail/421453-CHOCFIN-PTE-LTD,6,2026-07-11
784,589,CHUBB INSURANCE SINGAPORE LIMITED,Insurance,Direct Insurer (General),+65 6398 8000,"138, MARKET STREET #11-01 CAPITAGREEN 048946",http://www.chubb.com/sg,https://eservices.mas.gov.sg/fid/institution/detail/936-CHUBB-INSURANCE-SINGAPORE-LIMITED,6,2026-07-11
785,590,CHULIA MONEY CHANGER,Payments,Money-changing Licensee,65 69546135,"UNIT E, 20 TERENGGANU STREET 058479",,https://eservices.mas.gov.sg/fid/institution/detail/218631-CHULIA-MONEY-CHANGER,6,2026-07-11
786,591,CHURCHILL SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 65060695,"8 EU TONG SEN STREET, #13-97, THE CENTRAL 059818",,https://eservices.mas.gov.sg/fid/institution/detail/1778-CHURCHILL-SINGAPORE-PTE-LTD,6,2026-07-11
787,591,CHURCHILL SINGAPORE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 65060695,"8 EU TONG SEN STREET, #13-97, THE CENTRAL 059818",,https://eservices.mas.gov.sg/fid/institution/detail/1778-CHURCHILL-SINGAPORE-PTE-LTD,6,2026-07-11
788,592,CID GLOBAL INVESTMENTS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 64071063,2 CENTRAL BOULEVARD LEVEL 40 IOI CENTRAL BOULEVARD TOWERS 018916,,https://eservices.mas.gov.sg/fid/institution/detail/421458-CID-GLOBAL-INVESTMENTS-PTE-LTD,6,2026-07-11
789,592,CID GLOBAL INVESTMENTS PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 64071063,2 CENTRAL BOULEVARD LEVEL 40 IOI CENTRAL BOULEVARD TOWERS 018916,,https://eservices.mas.gov.sg/fid/institution/detail/421458-CID-GLOBAL-INVESTMENTS-PTE-LTD,6,2026-07-11
790,593,CIGNA EUROPE INSURANCE COMPANY S.A.-N.V. SINGAPORE BRANCH,Insurance,Direct Insurer (General),+65 6391 9520,"152, BEACH ROAD #33-05 GATEWAY EAST 189721",,https://eservices.mas.gov.sg/fid/institution/detail/3520-CIGNA-EUROPE-INSURANCE-COMPANY-S-A-N-V-SINGAPORE-BRANCH,6,2026-07-11
791,594,CIMB BANK BERHAD,Banking,Full Bank,+65 63375115,30 RAFFLES PLACE #04-01 048622,http://www.cimb.com,https://eservices.mas.gov.sg/fid/institution/detail/3336-CIMB-BANK-BERHAD,6,2026-07-11
792,594,CIMB BANK BERHAD,Capital Markets,Exempt Capital Markets Services Entity,+65 63375115,30 RAFFLES PLACE #04-01 048622,http://www.cimb.com,https://eservices.mas.gov.sg/fid/institution/detail/3336-CIMB-BANK-BERHAD,6,2026-07-11
793,594,CIMB BANK BERHAD,Financial Advisory,Exempt Financial Adviser,+65 63375115,30 RAFFLES PLACE #04-01 048622,http://www.cimb.com,https://eservices.mas.gov.sg/fid/institution/detail/3336-CIMB-BANK-BERHAD,6,2026-07-11
794,594,CIMB BANK BERHAD,Capital Markets,Exempt Trust Company,+65 63375115,30 RAFFLES PLACE #04-01 048622,http://www.cimb.com,https://eservices.mas.gov.sg/fid/institution/detail/3336-CIMB-BANK-BERHAD,6,2026-07-11
795,595,CIRCLE CAPITAL PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 89395007,"1 FULLERTON ROAD #02-2050 ONE FULLERTON, REGUS 02-01 049213",,https://eservices.mas.gov.sg/fid/institution/detail/254112-CIRCLE-CAPITAL-PTE-LTD,6,2026-07-11
796,596,CIRCLE INTERNET SINGAPORE PTE. LTD.,Payments,Major Payment Institution,,"1, MARINA BOULEVARD #28-00 ONE MARINA BOULEVARD 018989",,https://eservices.mas.gov.sg/fid/institution/detail/412248-CIRCLE-INTERNET-SINGAPORE-PTE-LTD,6,2026-07-11
797,597,CIRCULATE CAPITAL MANAGEMENT PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+1 3108762295,16 RAFFLES QUAY #20-03 HONG LEONG BUILDING 048581,,https://eservices.mas.gov.sg/fid/institution/detail/224601-CIRCULATE-CAPITAL-MANAGEMENT-PTE-LTD,6,2026-07-11
798,598,CITADEL ADVISORS SINGAPORE PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63515200,12 MARINA VIEW #22-01 ASIA SQUARE TOWER 2 018961,https://www.citadel.com,https://eservices.mas.gov.sg/fid/institution/detail/241670-CITADEL-ADVISORS-SINGAPORE-PTE-LIMITED,6,2026-07-11
799,599,CITADEL GATE CAPITAL PTE. LTD. (CEASED OFFERING OF CAPITAL MARKETS PRODUCTS),Capital Markets,Capital Markets Services Licensee,+65 88514200,152 UBI AVENUE 4 #04-05 408826,https://www.brdge.tech/,https://eservices.mas.gov.sg/fid/institution/detail/218405-CITADEL-GATE-CAPITAL-PTE-LTD-CEASED-OFFERING-OF-CAPITAL-MARKETS-PRODUCTS,6,2026-07-11
800,599,CITADEL GATE CAPITAL PTE. LTD. (CEASED OFFERING OF CAPITAL MARKETS PRODUCTS),Financial Advisory,Exempt Financial Adviser,+65 88514200,152 UBI AVENUE 4 #04-05 408826,https://www.brdge.tech/,https://eservices.mas.gov.sg/fid/institution/detail/218405-CITADEL-GATE-CAPITAL-PTE-LTD-CEASED-OFFERING-OF-CAPITAL-MARKETS-PRODUCTS,6,2026-07-11
801,600,CITADEL SECURITIES ASIA TRADING IV PTE. LIMITED,Capital Markets,Capital Markets Services Licensee,+65 63515200,12 MARINA VIEW #22-01/02 ASIA SQUARE TOWER 2 018961,https://www.citadelsecurities.com/,https://eservices.mas.gov.sg/fid/institution/detail/421112-CITADEL-SECURITIES-ASIA-TRADING-IV-PTE-LIMITED,6,2026-07-11
802,601,CITIBANK N.A.,Banking,Full Bank,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
803,601,CITIBANK N.A.,Payments,Designated Payment System Settlement Institution,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
804,601,CITIBANK N.A.,Banking,SGS Primary Dealer,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
805,601,CITIBANK N.A.,Capital Markets,Exempt Capital Markets Services Entity,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
806,601,CITIBANK N.A.,Financial Advisory,Exempt Financial Adviser,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
807,601,CITIBANK N.A.,Capital Markets,Exempt Trust Company,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citibank.com.sg,https://eservices.mas.gov.sg/fid/institution/detail/3022-CITIBANK-N-A,6,2026-07-11
808,602,CITIBANK SINGAPORE LIMITED,Banking,Qualifying Full Bank,+65 62255225,8 MARINA VIEW LEVEL 21 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/1285-CITIBANK-SINGAPORE-LIMITED,6,2026-07-11
809,602,CITIBANK SINGAPORE LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 62255225,8 MARINA VIEW LEVEL 21 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/1285-CITIBANK-SINGAPORE-LIMITED,6,2026-07-11
810,602,CITIBANK SINGAPORE LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62255225,8 MARINA VIEW LEVEL 21 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/1285-CITIBANK-SINGAPORE-LIMITED,6,2026-07-11
811,602,CITIBANK SINGAPORE LIMITED,Capital Markets,Exempt Trust Company,+65 62255225,8 MARINA VIEW LEVEL 21 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/1285-CITIBANK-SINGAPORE-LIMITED,6,2026-07-11
812,603,CITICORP INVESTMENT BANK (SINGAPORE) LIMITED,Banking,Merchant Bank,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/201-CITICORP-INVESTMENT-BANK-SINGAPORE-LIMITED,6,2026-07-11
813,603,CITICORP INVESTMENT BANK (SINGAPORE) LIMITED,Capital Markets,Exempt Capital Markets Services Entity,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/201-CITICORP-INVESTMENT-BANK-SINGAPORE-LIMITED,6,2026-07-11
814,603,CITICORP INVESTMENT BANK (SINGAPORE) LIMITED,Financial Advisory,Exempt Financial Adviser,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/201-CITICORP-INVESTMENT-BANK-SINGAPORE-LIMITED,6,2026-07-11
815,604,CITICORP TRUSTEE (SINGAPORE) LIMITED,Capital Markets,Licensed Trust Company,+65 66572106,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citigroup.com/citi/,https://eservices.mas.gov.sg/fid/institution/detail/200848-CITICORP-TRUSTEE-SINGAPORE-LIMITED,6,2026-07-11
816,604,CITICORP TRUSTEE (SINGAPORE) LIMITED,Capital Markets,Approved CIS Trustee,+65 66572106,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,http://www.citigroup.com/citi/,https://eservices.mas.gov.sg/fid/institution/detail/200848-CITICORP-TRUSTEE-SINGAPORE-LIMITED,6,2026-07-11
817,605,CITIGROUP GLOBAL MARKETS SINGAPORE PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/656-CITIGROUP-GLOBAL-MARKETS-SINGAPORE-PTE-LTD,6,2026-07-11
818,605,CITIGROUP GLOBAL MARKETS SINGAPORE PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/656-CITIGROUP-GLOBAL-MARKETS-SINGAPORE-PTE-LTD,6,2026-07-11
819,606,CITIGROUP GLOBAL MARKETS SINGAPORE SECURITIES PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/640-CITIGROUP-GLOBAL-MARKETS-SINGAPORE-SECURITIES-PTE-LTD,6,2026-07-11
820,606,CITIGROUP GLOBAL MARKETS SINGAPORE SECURITIES PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 62255225,8 MARINA VIEW #21-00 ASIA SQUARE TOWER 1 018960,,https://eservices.mas.gov.sg/fid/institution/detail/640-CITIGROUP-GLOBAL-MARKETS-SINGAPORE-SECURITIES-PTE-LTD,6,2026-07-11
821,607,CITY MONEYCHANGERS,Payments,Money-changing Licensee,65 62230889,11 COLLYER QUAY #01-17 THE ARCADE 049317,,https://eservices.mas.gov.sg/fid/institution/detail/2703-CITY-MONEYCHANGERS,6,2026-07-11
822,608,CITY OF LONDON INVESTMENT MANAGEMENT (SINGAPORE) PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62369136,20 COLLYER QUAY #10-04 TUNG CENTRE 049319,,https://eservices.mas.gov.sg/fid/institution/detail/1833-CITY-OF-LONDON-INVESTMENT-MANAGEMENT-SINGAPORE-PTE-LTD,6,2026-07-11
823,608,CITY OF LONDON INVESTMENT MANAGEMENT (SINGAPORE) PTE. LTD.,Financial Advisory,Exempt Financial Adviser,+65 62369136,20 COLLYER QUAY #10-04 TUNG CENTRE 049319,,https://eservices.mas.gov.sg/fid/institution/detail/1833-CITY-OF-LONDON-INVESTMENT-MANAGEMENT-SINGAPORE-PTE-LTD,6,2026-07-11
824,609,CITYPAY SERVICES PTE. LTD.,Payments,Major Payment Institution,65 67544657,"5001, BEACH ROAD #01-01 GOLDEN MILE COMPLEX 199588",,https://eservices.mas.gov.sg/fid/institution/detail/1677-CITYPAY-SERVICES-PTE-LTD,6,2026-07-11
825,610,CITYSTATE CAPITAL ASIA PTE. LTD.,Insurance,Financial Holding Company (Insurance),+65 6225 3321,"101, THOMSON ROAD #28-03 UNITED SQUARE 307591",,https://eservices.mas.gov.sg/fid/institution/detail/100141-CITYSTATE-CAPITAL-ASIA-PTE-LTD,6,2026-07-11
826,611,CLAREMONT PARTNERS PTE. LTD.,Capital Markets,Capital Markets Services Licensee,+65 62061876,133 NEW BRIDGE ROAD #16-05 CHINATOWN POINT 059413,,https://eservices.mas.gov.sg/fid/institution/detail/200667-CLAREMONT-PARTNERS-PTE-LTD,6,2026-07-11
827,612,CLARENCY SINGAPORE PTE. LTD.,Payments,Major Payment Institution,65 64033956,88 MARKET STREET #21-47 048948,,https://eservices.mas.gov.sg/fid/institution/detail/201223-CLARENCY-SINGAPORE-PTE-LTD,6,2026-07-11
828,613,CLARKSONS FUTURES LIMITED (SINGAPORE BRANCH),Capital Markets,Capital Markets Services Licensee,+65 63390036,#29-01 ASIA SQUARE TOWER 2 12 MARINA VIEW 018961,http://www.clarksons.com,https://eservices.mas.gov.sg/fid/institution/detail/201218-CLARKSONS-FUTURES-LIMITED-SINGAPORE-BRANCH,6,2026-07-11
